subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Digital Electronics,Logic Families,"Characteristics of Digital ICs (Fan-In, Fan-Out, Propagation Delay, Power Dissipation, Noise Margin)",ic-characteristics;fan-out-calculation,6,application,numerical_tolerance,A gate output can sink 400 $\mu$A while each driven input requires 20 $\mu$A. Determine the maximum fan-out.,,,,,20,0.001,,,
Digital Electronics,Logic Families,"Characteristics of Digital ICs (Fan-In, Fan-Out, Propagation Delay, Power Dissipation, Noise Margin)",ic-characteristics;propagation-delay,8,application,numerical_tolerance,A gate has $t_{PLH}=12$ ns and $t_{PHL}=8$ ns. Find its average propagation delay in nanoseconds.,,,,,10,0.01,,,
Digital Electronics,Logic Families,"Characteristics of Digital ICs (Fan-In, Fan-Out, Propagation Delay, Power Dissipation, Noise Margin)",ic-characteristics;family-selection,10,evaluation,multiple_choice_single,A battery-powered design requires very low standby power with moderate switching speed. Which family is most suitable?,CMOS,Schottky TTL,Standard TTL,Emitter-coupled logic,A,,,,
Digital Electronics,Logic Families,Transistor-Transistor Logic (TTL),ttl;output-stage,2,recall,multiple_choice_single,The two-transistor output stage of standard TTL is known as the,differential stage,totem-pole stage,current-mirror stage,cascode stage,B,,,,
Digital Electronics,Logic Families,Transistor-Transistor Logic (TTL),ttl;schottky-clamp,4,comprehension,multiple_choice_single,Why is a Schottky diode placed across the base-collector junction in Schottky TTL?,To eliminate the need for a pull-up resistor,To increase the fan-in of the gate,To keep the transistor out of saturation and reduce delay,To raise the supply voltage rating,C,,,,
Digital Electronics,Logic Families,Transistor-Transistor Logic (TTL),ttl;floating-input,6,application,multiple_choice_single,An unconnected input of a standard TTL NAND gate behaves as,logic 0,a high-impedance node,a short circuit to ground,logic 1,D,,,,
Digital Electronics,Logic Families,Transistor-Transistor Logic (TTL),ttl;fan-out-calculation,8,application,numerical_tolerance,A TTL gate specifies $I_{OL(max)}=16$ mA and each input draws $I_{IL}=1.6$ mA. Determine the maximum fan-out.,,,,,10,0.001,,,
Digital Electronics,Logic Families,Transistor-Transistor Logic (TTL),ttl;totem-pole;wired-outputs,10,analysis,multiple_choice_single,Why must two totem-pole TTL outputs never be tied directly together?,A damaging current flows when the outputs are in opposite states,It increases the fan-out capability beyond the rating,It doubles the noise margin of both gates,It produces a stable wired-AND function,A,,,,
Digital Electronics,Logic Families,CMOS Logic,cmos;inverter-structure,2,recall,multiple_choice_single,A CMOS inverter is built from,two NMOS transistors,one NMOS and one PMOS transistor,two PMOS transistors,one BJT and one MOSFET,B,,,,
Digital Electronics,Logic Families,CMOS Logic,cmos;static-power,4,comprehension,multiple_choice_single,"In a steady logic state, a CMOS gate draws almost no supply current because",the gate uses a passive pull-up resistor,the supply current is limited by a series diode,one transistor of the complementary pair is always off,both transistors conduct weakly at all times,C,,,,
Digital Electronics,Logic Families,CMOS Logic,cmos;dynamic-power,6,application,numerical_tolerance,A CMOS gate drives a 20 pF load from a 5 V supply while switching at 10 MHz. Find the dynamic power dissipation in milliwatts.,,,,,5,0.01,,,
Digital Electronics,Logic Families,CMOS Logic,cmos;transistor-count,8,application,numerical_tolerance,How many MOS transistors are needed for a three-input CMOS NAND gate?,,,,,6,0.001,,,
Digital Electronics,Logic Families,CMOS Logic,cmos;unused-inputs,10,analysis,multiple_choice_single,Why must unused inputs of a CMOS gate be tied to a supply rail?,To increase the threshold voltage of the transistors,To shorten the propagation delay of the gate,To raise the fan-out of the driving gate,To prevent a floating input from causing excessive supply current and erratic output,D,,,,
Digital Electronics,Logic Families,Emitter-Coupled Logic (ECL),ecl;non-saturated-operation,2,recall,multiple_choice_single,ECL achieves very high speed because its transistors,operate in the active region and avoid saturation,are replaced by MOS devices,are driven deep into saturation,remain permanently in cutoff,A,,,,
Digital Electronics,Logic Families,Emitter-Coupled Logic (ECL),ecl;basic-building-block,4,comprehension,multiple_choice_single,Which circuit forms the basic building block of an ECL gate?,A Darlington pair,An emitter-coupled differential pair,A totem-pole output stage,A CMOS inverter pair,B,,,,
Digital Electronics,Logic Families,Emitter-Coupled Logic (ECL),ecl;complementary-outputs,6,application,multiple_choice_single,A standard ECL gate simultaneously provides which pair of outputs?,Buffer and inverter,AND and NAND,OR and NOR,XOR and XNOR,C,,,,
Digital Electronics,Logic Families,Emitter-Coupled Logic (ECL),ecl;logic-swing,8,application,numerical_tolerance,An ECL gate has $V_{OH}=-0.9$ V and $V_{OL}=-1.75$ V. Determine its logic swing in volts.,,,,,0.85,0.01,,,
Digital Electronics,Logic Families,Emitter-Coupled Logic (ECL),ecl;limitations,10,evaluation,multiple_choice_single,Which pair of drawbacks is most characteristic of ECL?,Absence of complementary outputs and high input capacitance,Very low switching speed and large propagation delay,Inability to drive transmission lines and poor fan-out,High power dissipation and relatively small noise margin,D,,,,
Digital Electronics,Logic Families,"Open-Collector, Open-Drain, and Tri-State Outputs",open-collector;pull-up-requirement,2,recall,multiple_choice_single,An open-collector output requires which external component to produce a HIGH level?,A pull-up resistor,A series inductor,An internal totem-pole stage,A negative supply rail,A,,,,
Digital Electronics,Logic Families,"Open-Collector, Open-Drain, and Tri-State Outputs",open-collector;wired-logic,4,comprehension,multiple_choice_single,Tying several open-collector outputs to one common pull-up resistor realizes,a wired-OR function,a wired-AND function,an exclusive-OR function,a transparent latch,B,,,,
Digital Electronics,Logic Families,"Open-Collector, Open-Drain, and Tri-State Outputs",tri-state;third-state,6,application,multiple_choice_single,The third state of a tri-state buffer presents which condition at its output?,Logic 0,Logic 1,A high-impedance state,An indeterminate voltage,C,,,,
Digital Electronics,Logic Families,"Open-Collector, Open-Drain, and Tri-State Outputs",open-collector;pull-up-sizing,8,application,numerical_tolerance,"An open-collector output sinks $I_{OL}=16$ mA at $V_{OL}=0.4$ V from a 5 V supply. Find the minimum pull-up resistance in ohms, neglecting input currents.",,,,,287.5,1%,,,
Digital Electronics,Logic Families,"Open-Collector, Open-Drain, and Tri-State Outputs",tri-state;bus-driving;comparison,10,evaluation,multiple_choice_single,Why are tri-state buffers preferred over open-collector drivers on a fast data bus?,They dissipate no power in either logic state,They allow every driver to be enabled at the same time,They require no enable control signal,They provide an active pull-up giving faster rise times than a resistor,D,,,,
Digital Electronics,Logic Families,Comparison and Interfacing of Logic Families,family-comparison;speed,2,recall,multiple_choice_single,Which of these logic families offers the highest switching speed?,Emitter-coupled logic,PMOS logic,CMOS,Standard TTL,A,,,,
Digital Electronics,Logic Families,Comparison and Interfacing of Logic Families,interfacing;cmos-to-ttl,4,comprehension,multiple_choice_single,"When a 5 V CMOS gate drives a standard TTL gate, what is the primary design concern?",The absence of any common supply voltage,Supplying the low-level input current demanded by the TTL input,The CMOS output voltage exceeding the TTL rating,The high input impedance of the TTL input stage,B,,,,
Digital Electronics,Logic Families,Comparison and Interfacing of Logic Families,interfacing;ttl-to-cmos,6,application,multiple_choice_single,"When a TTL gate drives a 5 V CMOS input, which measure is normally required?",Provide a negative supply rail,Insert a series coupling capacitor,Add a pull-up resistor at the TTL output,Insert an inverting buffer only,C,,,,
Digital Electronics,Logic Families,Comparison and Interfacing of Logic Families,interfacing;drive-capability,8,application,numerical_tolerance,A driving gate specifies $I_{OL(max)}=20$ mA and each driven input requires $I_{IL}=2.5$ mA. Determine the maximum number of inputs that can be driven.,,,,,8,0.001,,,
Digital Electronics,Logic Families,Comparison and Interfacing of Logic Families,interfacing;ecl-to-ttl;level-translation,10,analysis,multiple_choice_single,Why is a level translator required between an ECL output and a TTL input?,ECL outputs are high impedance and cannot drive any load,TTL inputs cannot accept any voltage below the supply rail,ECL and TTL use identical levels so only a resistor is needed,ECL operates with negative levels referenced to a different supply,D,,,,
Digital Electronics,Combinational Logic Circuits,Analysis and Design Procedure,combinational-logic;definition,2,recall,multiple_choice_single,The output of a combinational circuit at any instant depends on,the present input values only,the present and past input values,the active clock edge,the internally stored state,A,,,,
Digital Electronics,Combinational Logic Circuits,Analysis and Design Procedure,combinational-design;procedure,4,comprehension,multiple_choice_single,Which step immediately follows interpreting the word statement in a combinational design procedure?,Drawing the final logic diagram,Constructing the truth table from the specification,Selecting the logic family,Measuring the gate delays,B,,,,
Digital Electronics,Combinational Logic Circuits,Analysis and Design Procedure,combinational-design;truth-table-size,6,application,numerical_tolerance,A combinational circuit has four inputs and three outputs. How many rows does its complete truth table contain?,,,,,16,0.001,,,
Digital Electronics,Combinational Logic Circuits,Analysis and Design Procedure,combinational-analysis;function-identification,8,application,multiple_choice_single,A circuit realizes $f=\overline{\bar A+B}+\overline{A+\bar B}$. Which standard function does it perform?,AND,XNOR,XOR,NOR,C,,,,
Digital Electronics,Combinational Logic Circuits,Analysis and Design Procedure,combinational-logic;function-count,10,analysis,numerical_tolerance,How many distinct single-output combinational functions of four input variables are possible?,,,,,65536,0.001,,,
Digital Electronics,Combinational Logic Circuits,"Half Adder, Full Adder, Half Subtractor, Full Subtractor",half-adder;sum-output,2,recall,multiple_choice_single,The sum output of a half adder with inputs $A$ and $B$ is,$A+B$,$\overline{A\oplus B}$,$AB$,$A\oplus B$,D,,,,
Digital Electronics,Combinational Logic Circuits,"Half Adder, Full Adder, Half Subtractor, Full Subtractor",full-adder;carry-output,4,comprehension,multiple_choice_single,"The carry output of a full adder with inputs $A$, $B$ and $C_{in}$ is",$AB+BC_{in}+AC_{in}$,$A+B+C_{in}$,$ABC_{in}$,$A\oplus B\oplus C_{in}$,A,,,,
Digital Electronics,Combinational Logic Circuits,"Half Adder, Full Adder, Half Subtractor, Full Subtractor",full-adder;xor-gate-count,6,application,numerical_tolerance,How many two-input XOR gates are required to generate the sum output of a full adder?,,,,,2,0.001,,,
Digital Electronics,Combinational Logic Circuits,"Half Adder, Full Adder, Half Subtractor, Full Subtractor",half-subtractor;borrow-output,8,application,multiple_choice_single,"For a half subtractor computing $A-B$, the borrow output is",$A\oplus B$,$\bar AB$,$A\bar B$,$AB$,B,,,,
Digital Electronics,Combinational Logic Circuits,"Half Adder, Full Adder, Half Subtractor, Full Subtractor",full-adder;construction;half-adders,10,analysis,multiple_choice_single,Which statement about half adders and full adders is correct?,A full adder has two inputs and three outputs,A half adder requires a clock signal to operate,A full adder can be built from two half adders and one OR gate,A half adder accepts a carry input from a previous stage,C,,,,
Digital Electronics,Combinational Logic Circuits,Ripple-Carry and Carry-Look-Ahead Adders,ripple-carry;limitation,2,recall,multiple_choice_single,What is the principal limitation of a ripple-carry adder?,Its inability to handle negative operands,Its requirement for a clock signal,Its excessive gate count,The carry propagation delay through all stages,D,,,,
Digital Electronics,Combinational Logic Circuits,Ripple-Carry and Carry-Look-Ahead Adders,carry-look-ahead;generate-term,4,comprehension,multiple_choice_single,"In carry-look-ahead logic, the carry generate function of stage $i$ is",$A_iB_i$,$\overline{A_iB_i}$,$A_i\oplus B_i$,$A_i+B_i$,A,,,,
Digital Electronics,Combinational Logic Circuits,Ripple-Carry and Carry-Look-Ahead Adders,ripple-carry;worst-case-delay,6,application,numerical_tolerance,Each full adder in an 8-bit ripple-carry adder has a propagation delay of 20 ns. Find the worst-case addition time in nanoseconds.,,,,,160,0.01,,,
Digital Electronics,Combinational Logic Circuits,Ripple-Carry and Carry-Look-Ahead Adders,ripple-carry;gate-delays,8,application,numerical_tolerance,Each stage of a ripple-carry adder contributes two gate delays of carry propagation. Express the worst-case carry delay of a 16-bit adder in gate delays.,,,,,32,0.001,,,
Digital Electronics,Combinational Logic Circuits,Ripple-Carry and Carry-Look-Ahead Adders,carry-look-ahead;speed-mechanism,10,analysis,multiple_choice_single,How does a carry-look-ahead adder achieve its speed advantage?,By using fewer gates than a ripple-carry adder,By generating all stage carries in parallel from the generate and propagate terms,By clocking each adder stage independently,By performing the addition one bit at a time,B,,,,
Digital Electronics,Combinational Logic Circuits,BCD Adder and Magnitude Comparator,bcd-adder;correction-condition,2,recall,multiple_choice_single,A BCD adder applies a correction to the binary sum when,both operand digits are zero,the sum is less than 6,the sum exceeds 9 or a carry is produced,the sum is exactly equal to 9,C,,,,
Digital Electronics,Combinational Logic Circuits,BCD Adder and Magnitude Comparator,bcd-adder;correction-value,4,comprehension,numerical_tolerance,"When correcting an invalid BCD sum, what decimal value is added to the four-bit result?",,,,,6,0.001,,,
Digital Electronics,Combinational Logic Circuits,BCD Adder and Magnitude Comparator,comparator;single-bit;greater-than,6,application,multiple_choice_single,"For a one-bit magnitude comparator, the output indicating $A>B$ is",$A\oplus B$,$\overline{A\oplus B}$,$\bar AB$,$A\bar B$,D,,,,
Digital Electronics,Combinational Logic Circuits,BCD Adder and Magnitude Comparator,comparator;output-count,8,application,numerical_tolerance,How many outputs does a standard 4-bit magnitude comparator provide?,,,,,3,0.001,,,
Digital Electronics,Combinational Logic Circuits,BCD Adder and Magnitude Comparator,bcd-adder;correction-rationale,10,analysis,multiple_choice_single,Why does a BCD adder need correction logic that a plain 4-bit binary adder does not?,Because BCD digits use only ten of the sixteen available 4-bit codes,Because BCD is a weighted code while binary is not,Because BCD adders are unable to generate carry outputs,Because BCD represents negative numbers in complement form,A,,,,
Digital Electronics,Combinational Logic Circuits,Decoders and Encoders (Including Priority Encoders),decoder;output-count,2,recall,multiple_choice_single,How many output lines does a 3-to-8 line decoder have?,3,6,8,16,C,,,,
Digital Electronics,Combinational Logic Circuits,Decoders and Encoders (Including Priority Encoders),encoder;octal-to-binary,4,comprehension,multiple_choice_single,An octal-to-binary encoder has which combination of input and output lines?,3 inputs and 8 outputs,8 inputs and 3 outputs,8 inputs and 8 outputs,4 inputs and 2 outputs,B,,,,
Digital Electronics,Combinational Logic Circuits,Decoders and Encoders (Including Priority Encoders),decoder;expansion,6,application,numerical_tolerance,How many enable-controlled 3-to-8 decoders are required to build a 4-to-16 decoder?,,,,,2,0.001,,,
Digital Electronics,Combinational Logic Circuits,Decoders and Encoders (Including Priority Encoders),priority-encoder;operation,8,application,multiple_choice_single,How does a priority encoder handle several simultaneously active inputs?,It forces all output bits to the don't-care condition,It disables its outputs until only one input is active,It outputs a count of the active inputs,It outputs the code of the highest-priority active input,D,,,,
Digital Electronics,Combinational Logic Circuits,Decoders and Encoders (Including Priority Encoders),priority-encoder;output-code,10,analysis,numerical_tolerance,"An 8-to-3 priority encoder has inputs $D_7$ down to $D_0$ with $D_7$ the highest priority. If $D_5$, $D_3$ and $D_1$ are simultaneously active, give the decimal value of the output code.",,,,,5,0.001,,,
Digital Electronics,Combinational Logic Circuits,Multiplexers and Demultiplexers,multiplexer;select-lines,2,recall,multiple_choice_single,How many select lines does an 8-to-1 multiplexer require?,3,2,4,8,A,,,,
Digital Electronics,Combinational Logic Circuits,Multiplexers and Demultiplexers,demultiplexer;function,4,comprehension,multiple_choice_single,A demultiplexer performs which operation?,It selects one of several inputs and routes it to a single output,It routes a single input to one of several outputs,It adds two multi-bit operands,It stores one bit of information,B,,,,
Digital Electronics,Combinational Logic Circuits,Multiplexers and Demultiplexers,multiplexer;expansion;tree,6,application,numerical_tolerance,How many 4-to-1 multiplexers are required to build a 16-to-1 multiplexer?,,,,,5,0.001,,,
Digital Electronics,Combinational Logic Circuits,Multiplexers and Demultiplexers,decoder-as-demultiplexer;enable-input,8,application,multiple_choice_single,A decoder provided with an enable input can be used directly as,a full adder,a magnitude comparator,a demultiplexer,a multiplexer,C,,,,
Digital Electronics,Combinational Logic Circuits,Multiplexers and Demultiplexers,multiplexer;select-line-count,10,analysis,numerical_tolerance,How many select lines are needed by a multiplexer that selects one of 64 data inputs?,,,,,6,0.001,,,
Digital Electronics,Combinational Logic Circuits,Function Implementation Using Multiplexers and Decoders,mux-implementation;data-input-count,2,recall,multiple_choice_single,"To realize any $n$-variable function using only the select lines of a multiplexer, how many data inputs are needed?",$2^{n-1}$,$n$,$2n$,$2^n$,D,,,,
Digital Electronics,Combinational Logic Circuits,Function Implementation Using Multiplexers and Decoders,mux-implementation;reduced-mux-technique,4,comprehension,multiple_choice_single,An $n$-variable function can be realized with a multiplexer having $2^{n-1}$ data inputs by,applying one variable to the data inputs and the rest to the select lines,applying every variable to the data inputs,feeding the output back to a select line,applying every variable to the select lines,A,,,,
Digital Electronics,Combinational Logic Circuits,Function Implementation Using Multiplexers and Decoders,mux-implementation;sizing,6,application,numerical_tolerance,"Using the technique in which one variable is applied to the data inputs, how many data inputs must a multiplexer have to realize a five-variable function?",,,,,16,0.001,,,
Digital Electronics,Combinational Logic Circuits,Function Implementation Using Multiplexers and Decoders,mux-implementation;minterm-mapping,8,application,multiple_choice_single,"The function $f(A,B,C)=\sum m(0,2,5,7)$ is realized on an 8-to-1 multiplexer with $A$, $B$ and $C$ driving the select lines. Which data inputs must be tied to logic 1?",$I_1$ $I_3$ $I_4$ $I_6$,$I_0$ $I_2$ $I_5$ $I_7$,$I_0$ $I_1$ $I_2$ $I_3$,$I_4$ $I_5$ $I_6$ $I_7$,B,,,,
Digital Electronics,Combinational Logic Circuits,Function Implementation Using Multiplexers and Decoders,decoder-implementation;multiple-outputs,10,analysis,multiple_choice_single,What hardware is needed to realize several functions of the same variables using one decoder?,One separate decoder for each output function,One multiplexer for each output function,One decoder and one OR gate for each output function,One decoder with no additional gates,C,,,,
Digital Electronics,Combinational Logic Circuits,"Code Converters, Parity Generators and Checkers",code-converter;binary-to-gray,2,recall,multiple_choice_single,A binary-to-Gray code converter is built primarily from which gates?,NOR gates,Non-inverting buffers,AND gates,XOR gates,D,,,,
Digital Electronics,Combinational Logic Circuits,"Code Converters, Parity Generators and Checkers",parity-generator;even-parity,4,comprehension,multiple_choice_single,An even-parity generator for three data bits is realized by which operation on those bits?,Exclusive-OR of the three bits,Exclusive-NOR of the three bits,AND of the three bits,OR of the three bits,A,,,,
Digital Electronics,Combinational Logic Circuits,"Code Converters, Parity Generators and Checkers",code-converter;gate-count,6,application,numerical_tolerance,How many two-input XOR gates are required for a 4-bit binary-to-Gray code converter?,,,,,3,0.001,,,
Digital Electronics,Combinational Logic Circuits,"Code Converters, Parity Generators and Checkers",code-converter;gray-to-binary,8,application,multiple_choice_single,"In a Gray-to-binary converter, the most significant binary output bit equals",the complement of the most significant Gray bit,the most significant Gray bit itself,the XOR of all the Gray code bits,logic 0 for every input code,B,,,,
Digital Electronics,Combinational Logic Circuits,"Code Converters, Parity Generators and Checkers",parity-checker;gate-count,10,analysis,numerical_tolerance,An even-parity checker for a 9-bit word consisting of 8 data bits and 1 parity bit is built from two-input XOR gates. Find the minimum number of gates required.,,,,,8,0.001,,,
Digital Electronics,Combinational Logic Circuits,Static and Dynamic Hazards,hazards;static-1-hazard,2,recall,multiple_choice_single,A static-1 hazard produces which behaviour?,A permanent oscillation of the output,A simultaneous change of two outputs,A momentary 0 while the output should remain at 1,A momentary 1 while the output should remain at 0,C,,,,
Digital Electronics,Combinational Logic Circuits,Static and Dynamic Hazards,hazards;cause,4,comprehension,multiple_choice_single,What is the fundamental cause of hazards in combinational circuits?,An incorrectly constructed truth table,Skew between two clock signals,Excessive fan-in at the output gate,Unequal propagation delays along different signal paths,D,,,,
Digital Electronics,Combinational Logic Circuits,Static and Dynamic Hazards,hazards;identification,6,application,multiple_choice_single,The two-level circuit for $f=AB+\bar BC$ can exhibit a static-1 hazard under which condition?,$A=C=1$ while $B$ changes,$A=1$ and $C=0$ while $B$ changes,$B=1$ while $A$ changes,$A=C=0$ while $B$ changes,A,,,,
Digital Electronics,Combinational Logic Circuits,Static and Dynamic Hazards,hazards;removal;redundant-term,8,application,multiple_choice_single,Which redundant term must be added to $f=AB+\bar BC$ to remove its static hazard?,$A\bar C$,$AC$,$\bar A\bar C$,$BC$,B,,,,
Digital Electronics,Combinational Logic Circuits,Static and Dynamic Hazards,hazards;dynamic-hazard,10,analysis,multiple_choice_single,Which statement correctly describes a dynamic hazard?,It appears only when two inputs change at exactly the same instant,It can occur only in two-level gate networks,The output changes more than once during a single required transition,It is removed by adding a clock to the combinational circuit,C,,,,
Digital Electronics,Latches and Flip-Flops,SR and Gated Latches,sr-latch;forbidden-state,2,recall,multiple_choice_single,Which input combination is forbidden for a NOR-based SR latch?,"$S=0$, $R=0$","$S=0$, $R=1$","$S=1$, $R=0$","$S=1$, $R=1$",D,,,,
Digital Electronics,Latches and Flip-Flops,SR and Gated Latches,sr-latch;nand-implementation,4,comprehension,multiple_choice_single,Which input combination is invalid for a NAND-based SR latch with active-LOW inputs?,"$S=0$, $R=0$","$S=1$, $R=1$","$S=1$, $R=0$","$S=0$, $R=1$",A,,,,
Digital Electronics,Latches and Flip-Flops,SR and Gated Latches,d-latch;transparency,6,application,multiple_choice_single,How does a gated D latch behave while its enable input is asserted?,The output holds its previous value,The output follows the D input,The output changes only at the enable edge,The output toggles once per enable pulse,B,,,,
Digital Electronics,Latches and Flip-Flops,SR and Gated Latches,sr-latch;hold-condition,8,application,multiple_choice_single,A NOR-based SR latch has $S=0$ and $R=0$ applied. What is the resulting output condition?,The latch is set,The latch is reset,The latch retains its previous state,The outputs are complementary but undefined,C,,,,
Digital Electronics,Latches and Flip-Flops,SR and Gated Latches,sr-latch;forbidden-state;rationale,10,analysis,multiple_choice_single,Why is the $S=R=1$ condition prohibited in a NOR-based SR latch?,The latch draws destructive supply current in that condition,The outputs oscillate continuously at the clock frequency,The latch permanently loses its ability to be set,Both outputs go LOW and the next state is unpredictable when the inputs are removed,D,,,,
Digital Electronics,Latches and Flip-Flops,"SR, JK, D, and T Flip-Flops",jk-flip-flop;toggle-mode,2,recall,multiple_choice_single,A JK flip-flop with $J=K=1$ performs which action at each active clock edge?,It toggles the output,It holds its state,It sets the output,It resets the output,A,,,,
Digital Electronics,Latches and Flip-Flops,"SR, JK, D, and T Flip-Flops",d-flip-flop;toggle-connection,4,comprehension,multiple_choice_single,A D flip-flop with its $D$ input connected to $\bar Q$ behaves as,an SR latch,a T flip-flop,a transparent latch,a non-inverting buffer,B,,,,
Digital Electronics,Latches and Flip-Flops,"SR, JK, D, and T Flip-Flops",t-flip-flop;hold-condition,6,application,multiple_choice_single,A T flip-flop with $T=0$ responds to an active clock edge by,setting the output,resetting the output,holding its present state,toggling the output,C,,,,
Digital Electronics,Latches and Flip-Flops,"SR, JK, D, and T Flip-Flops",jk-flip-flop;next-state,8,application,numerical_tolerance,"A JK flip-flop currently stores $Q=1$. With $J=0$ and $K=1$ applied, what is $Q$ after the next active clock edge?",,,,,0,0.001,,,
Digital Electronics,Latches and Flip-Flops,"SR, JK, D, and T Flip-Flops",jk-flip-flop;sr-improvement,10,analysis,multiple_choice_single,How does the JK flip-flop remove the invalid input combination of the SR flip-flop?,By adding a separate enable input,By inverting the clock signal internally,By connecting two D latches in series,By gating the S and R inputs with the flip-flop outputs,D,,,,
Digital Electronics,Latches and Flip-Flops,"Characteristic Tables, Characteristic Equations, and Excitation Tables",characteristic-equation;d-flip-flop,2,recall,multiple_choice_single,What is the characteristic equation of a D flip-flop?,$Q_{n+1}=D$,$Q_{n+1}=\bar D$,$Q_{n+1}=DQ_n$,$Q_{n+1}=D+Q_n$,A,,,,
Digital Electronics,Latches and Flip-Flops,"Characteristic Tables, Characteristic Equations, and Excitation Tables",characteristic-equation;jk-flip-flop,4,comprehension,multiple_choice_single,What is the characteristic equation of a JK flip-flop?,$Q_{n+1}=JQ_n+K\bar Q_n$,$Q_{n+1}=J\bar Q_n+\bar KQ_n$,$Q_{n+1}=J+KQ_n$,$Q_{n+1}=JK\bar Q_n$,B,,,,
Digital Electronics,Latches and Flip-Flops,"Characteristic Tables, Characteristic Equations, and Excitation Tables",characteristic-equation;t-flip-flop,6,application,multiple_choice_single,What is the characteristic equation of a T flip-flop?,$Q_{n+1}=TQ_n$,$Q_{n+1}=T+Q_n$,$Q_{n+1}=T\oplus Q_n$,$Q_{n+1}=\overline{T\oplus Q_n}$,C,,,,
Digital Electronics,Latches and Flip-Flops,"Characteristic Tables, Characteristic Equations, and Excitation Tables",excitation-table;jk-flip-flop,8,application,multiple_choice_single,"In the excitation table of a JK flip-flop, which inputs produce the transition $Q_n=1$ to $Q_{n+1}=0$?","$J=1$, $K=X$","$J=0$, $K=0$","$J=1$, $K=1$","$J=X$, $K=1$",D,,,,
Digital Electronics,Latches and Flip-Flops,"Characteristic Tables, Characteristic Equations, and Excitation Tables",excitation-table;sr-flip-flop;dont-cares,10,analysis,numerical_tolerance,"In the excitation table of an SR flip-flop, how many of the four state transitions contain a don't-care input entry?",,,,,2,0.001,,,
Digital Electronics,Latches and Flip-Flops,Level Triggering vs Edge Triggering,level-triggering;behaviour,2,recall,multiple_choice_single,A level-triggered latch responds to its data input,throughout the active level of the enable,only while the enable is inactive,only at the rising clock edge,only at the falling clock edge,A,,,,
Digital Electronics,Latches and Flip-Flops,Level Triggering vs Edge Triggering,edge-triggering;advantage,4,comprehension,multiple_choice_single,What is the principal advantage of edge triggering over level triggering?,The propagation delay is completely eliminated,The output can change only at the clock transition,The device operates without any clock signal,The setup time requirement becomes zero,B,,,,
Digital Electronics,Latches and Flip-Flops,Level Triggering vs Edge Triggering,negative-edge-triggering;sampling-instant,6,application,multiple_choice_single,A negative-edge-triggered D flip-flop samples its data input at,any instant while the clock is HIGH,the LOW-to-HIGH clock transition,the HIGH-to-LOW clock transition,any instant while the clock is LOW,C,,,,
Digital Electronics,Latches and Flip-Flops,Level Triggering vs Edge Triggering,master-slave;latch-count,8,application,numerical_tolerance,How many D latches are required to build one edge-triggered D flip-flop in master-slave form?,,,,,2,0.001,,,
Digital Electronics,Latches and Flip-Flops,Level Triggering vs Edge Triggering,latches;synchronous-design-issues,10,analysis,multiple_choice_single,Why are transparent latches troublesome in synchronous sequential designs?,They always require a two-phase clock generator,They exhibit no propagation delay so timing cannot be analysed,They are unable to store information,Their transparency lets the output change while the enable is active causing races,D,,,,
Digital Electronics,Latches and Flip-Flops,Master-Slave Configuration and the Race-Around Condition,master-slave;clocking,2,recall,multiple_choice_single,"In a master-slave flip-flop, the two latches are enabled by",complementary clock levels,the same clock level,two unrelated clock sources,no clock at all,A,,,,
Digital Electronics,Latches and Flip-Flops,Master-Slave Configuration and the Race-Around Condition,race-around;condition,4,comprehension,multiple_choice_single,The race-around condition of a level-triggered JK flip-flop occurs when,$J=K=0$ and the clock pulse is narrow,$J=K=1$ and the clock pulse is wider than the propagation delay,$J=1$ and $K=0$ with a narrow clock pulse,the clock signal is removed entirely,B,,,,
Digital Electronics,Latches and Flip-Flops,Master-Slave Configuration and the Race-Around Condition,race-around;pulse-width,6,application,numerical_tolerance,A level-triggered JK flip-flop has an internal propagation delay of 10 ns. What is the largest clock pulse width in nanoseconds that avoids race-around?,,,,,10,0.01,,,
Digital Electronics,Latches and Flip-Flops,Master-Slave Configuration and the Race-Around Condition,race-around;remedy,8,application,multiple_choice_single,Which measure eliminates the race-around condition?,Disconnecting the K input from the circuit,Adding a pull-up resistor at the output,Using a master-slave or edge-triggered configuration,Increasing the width of the clock pulse,C,,,,
Digital Electronics,Latches and Flip-Flops,Master-Slave Configuration and the Race-Around Condition,master-slave;data-transfer-instant,10,analysis,multiple_choice_single,"In a master-slave flip-flop, when is data transferred from the master to the slave?",When both latches are enabled at the same time,Only when the clock is removed,While the master latch is enabled,When the clock level that disables the master enables the slave,D,,,,
Digital Electronics,Latches and Flip-Flops,Flip-Flop Conversions,flip-flop-conversion;d-to-t,2,recall,multiple_choice_single,"To convert a D flip-flop into a T flip-flop, the D input must be driven by",$T\oplus Q$,$T$,$TQ$,$\bar T$,A,,,,
Digital Electronics,Latches and Flip-Flops,Flip-Flop Conversions,flip-flop-conversion;jk-to-d,4,comprehension,multiple_choice_single,Which connection converts a JK flip-flop into a D flip-flop?,"$J=D$, $K=D$","$J=D$, $K=\bar D$","$J=\bar D$, $K=D$",$J=K=\bar D$,B,,,,
